epoch,train_loss,train_p,train_r,train_f1,train_iou,val_loss,val_p,val_r,val_f1,val_iou
12,0.08367359064519406,0.9036143617630005,0.8872185313701629,0.8950566411018371,0.8103810687065125,0.0893683968082307,0.8842191686705937,0.8899306314332145,0.8869276586033049,0.7971919037046886
13,0.08263935220241547,0.9038788776397705,0.8892737009525299,0.8962421748638153,0.8123139369487763,0.08732319374879201,0.9032839319062611,0.8757788453783307,0.889220877299233,0.800827423731486
14,0.08041044878959656,0.9062020211219788,0.8925430645942688,0.8990702421665192,0.8169115295410156,0.0876916034354104,0.9018000033166673,0.8773972439387488,0.8893065272815643,0.801015485846807
15,0.07972263160347938,0.9067460792064667,0.8928974032402038,0.8995296292304993,0.8176915550231934,0.08709702309634951,0.9117408830022055,0.8670628401968214,0.8887249581397526,0.8000727948688325
16,0.07773433348536492,0.9082293565273285,0.896262075662613,0.9020247993469238,0.8217243931293488,0.08707931756027161,0.8917054940783788,0.8896963284129188,0.8906018232542371,0.8031218704723176
17,0.07737513557076454,0.9087207841873169,0.8966372394561768,0.9024788813591004,0.8225268535614013,0.08564769358388961,0.8851279360907418,0.8995249328159151,0.8921646598785643,0.8056648307376437
18,0.07604993550479412,0.9099878594875336,0.8985817182064056,0.9040577964782714,0.8251729819774628,0.08602153450723678,0.8943244502657935,0.8894681873775664,0.891760422123803,0.8049598336219788
19,0.07540620346367359,0.910416497707367,0.8996233026981354,0.9048206593990326,0.8264035878181457,0.08609906300192788,0.8841688245061844,0.9001715022420126,0.8919792061760312,0.8053360335410588
20,0.07433297063410282,0.91179514336586,0.9009444329738617,0.9061257908344269,0.8286257739067078,0.08591214981344011,0.8804916219105796,0.9044452271764241,0.8922019307575528,0.8056519447811066
21,0.07428408950567246,0.91143963098526,0.9009481377601624,0.9059686496257782,0.8283507936000823,0.08459074026535428,0.9030827369008746,0.8838249066519359,0.8932337004040914,0.8073891741888863
22,0.07307826362550258,0.9127038621902466,0.9023388409614563,0.9073018724918366,0.8305816438198089,0.08715036795252845,0.8820810346376329,0.9003813588430011,0.8910090213730222,0.8037739074419415
23,0.07216543348133564,0.9134027292728424,0.9046111681461334,0.9088361229896545,0.8331062080860138,0.08627851129997344,0.9177754549753099,0.866442200683412,0.8912456726271009,0.8042056938958546
24,0.07137654000520706,0.9141392796039581,0.9054708225727082,0.9096332399845123,0.8344360425472259,0.08547614000382878,0.8994529105368114,0.8842358731088185,0.8916613535275535,0.8048918644587199
25,0.07031536129117012,0.9154851050376892,0.9064606666564942,0.910815155506134,0.8364246907234192,0.08469578777513807,0.9016420897983369,0.8851779538487631,0.8931755972287011,0.807300297040788
26,0.0692627876251936,0.9164222979545593,0.9083339951038361,0.9122126731872559,0.838767540216446,0.08522403346640724,0.8918090207236153,0.8944297641042679,0.8929955003753541,0.8070113346690223
27,0.06925980758666993,0.916341010093689,0.9086116404533386,0.9122918920516968,0.8389167332649231,0.08422390625826896,0.9048419982667953,0.8848035638294522,0.8945667422007001,0.8095697268607125
28,0.06837822461128235,0.9171817061901093,0.9094156713485718,0.9131623528003693,0.8404002225399018,0.08422279937399758,0.8947821079738556,0.8940897725877308,0.89431408378813,0.8091348438035875
29,0.0739067364037037,0.910445722579956,0.9024130020141602,0.9060831859111785,0.8286135709285736,0.09027634732543476,0.882249307064783,0.892767435974545,0.8872956690334138,0.7977985815396385
30,0.06999176689982414,0.9150691134929657,0.9075209531784058,0.9111085579395294,0.8369561440944672,0.08439000666378037,0.8850472437010871,0.9060420734541756,0.8952898231763688,0.8106969273279584
31,0.06736080566048622,0.917373095035553,0.9118263549804687,0.9144844081401825,0.842620395898819,0.08319847575492328,0.9023617931774685,0.8892683453030057,0.8956553888699365,0.811288405032385
32,0.06719729682803154,0.9182670729160309,0.9110973057746887,0.9145065755844116,0.8426336979866028,0.08431039354394353,0.8943342935471308,0.8955726368086678,0.8948205075566731,0.8099540046283177
33,0.0662134641110897,0.9188776910305023,0.9129552714824677,0.9157650725841522,0.8447680144309998,0.08365255405032446,0.8992784108434405,0.8924139529939682,0.8957180872796073,0.8114344922323076
34,0.06515815974771977,0.9195577008724213,0.9148653860092163,0.9170816588401794,0.8470118746757508,0.08256618613525042,0.9126709122506399,0.8811531795395745,0.8965165416399637,0.8127287172135853
35,0.06420190416276456,0.9208456327915192,0.9159642035961151,0.9182808344364166,0.8490550103187561,0.08336750524384635,0.8943130355032664,0.8977370839270334,0.8958862386052571,0.8116938793469989
36,0.06418086338043213,0.9206291248798371,0.9157105383872985,0.918052985906601,0.8486855709552765,0.08365101207579885,0.9068500418511648,0.8855395657675607,0.895928700764974,0.8117668325938876
37,0.06378692215681075,0.9208550729751587,0.9165510220527648,0.9185902936458588,0.8495903570652008,0.0825679919549397,0.9011275777741085,0.8943397875816103,0.8975986961334471,0.8144866710617429
38,0.06386234298348427,0.9207008163928986,0.9162307376861573,0.918352867603302,0.8492048466205597,0.08349751982660521,0.8987410286116222,0.8941824332116142,0.8963704667394123,0.8124890280148339
39,0.06270933665335178,0.9220603017807006,0.9179643042087555,0.9199046239852905,0.8518353765010833,0.08426314888019411,0.8969464453439864,0.8929790617927672,0.8948482152015443,0.8100353110404241
40,0.061654987692832945,0.9231206409931183,0.9192554888725281,0.9211104471683502,0.8538782598972321,0.08398373158914703,0.8927304479810927,0.9004516875933087,0.8964709913919843,0.8126550468187483
41,0.061434028893709185,0.9237086012363434,0.9195427391529083,0.9215296075344086,0.8546089351177215,0.08317985054519442,0.9004791066760108,0.894558500675928,0.8973808695399572,0.8141305162793114
42,0.06181649126112461,0.9231994025707245,0.9193426616191864,0.9211603481769561,0.8539817209243774,0.08338805193465854,0.8948737439655122,0.9018033553683569,0.8982192457668365,0.8155425096315051
43,0.060989891663193706,0.9240510885715485,0.9201872367858887,0.9220124316215516,0.8554630746841431,0.08301373429241635,0.8932129031135922,0.9032176222120013,0.8980705558307587,0.8152821092378526
44,0.06092630825936794,0.9243205811977386,0.9202370743751526,0.9221730766296387,0.855706707239151,0.08732659842759843,0.8992026959146772,0.8873647025653294,0.8930401811524044,0.8070568943780566
45,0.06078537030518055,0.924075581073761,0.9206162550449372,0.922238923072815,0.8558343224525452,0.08237737594615846,0.905927184082213,0.8908737349131751,0.8982279272306533,0.8155435976527986
46,0.060098494067788125,0.9242861371040344,0.9223648052215576,0.9232250287532806,0.8575116546154022,0.08321941147247951,0.9075582263961671,0.8867273340149532,0.8969244843437558,0.8134012118218437
47,0.05891296800971031,0.9264253125190735,0.923051424741745,0.9246577050685882,0.8599981422424317,0.08362003989399426,0.8946464213113936,0.9015325970119901,0.8979780692902822,0.8151234180208237
48,0.05918756976723671,0.926199015378952,0.9226307263374328,0.9243077218532563,0.8593944721221923,0.08318560038294111,0.9081611141325936,0.8873725344264318,0.8975358037721544,0.8144103865774851
49,0.057002128660678865,0.9281995027065277,0.9258592231273651,0.9269508752822876,0.863954201221466,0.08188665634582913,0.8963031958019922,0.9034858819038148,0.8997722911456275,0.8180449709059701
50,0.055375040099024775,0.9296841411590576,0.928457857131958,0.9290039238929748,0.8675273859500885,0.08191978399242673,0.9049745779188852,0.8953980349359059,0.9000512247993833,0.818521279191214
51,0.05467654074728489,0.9306689968109131,0.9289030568599701,0.929738278388977,0.8687856736183166,0.0823428537400942,0.9012521817570641,0.8988458996727353,0.8999203490832496,0.8182798065836467
52,0.053753232389688495,0.9310844094753266,0.9309254825115204,0.9309480707645417,0.8709090638160706,0.08236185650503824,0.9113819759989542,0.8893150412847125,0.9001175278709048,0.8186241965445261
53,0.0532555900067091,0.9317869033813476,0.9312869648933411,0.9314824814796447,0.8718366730213165,0.08161608123826603,0.9023315102335007,0.9004141527508932,0.9012849671500069,0.820531840362246
54,0.052786312520503996,0.9326671876907349,0.931632123708725,0.9321035106182098,0.8729228115081787,0.08216244023707178,0.9013712122326806,0.8999872169797383,0.900590063087524,0.8193785538749089
55,0.05206995086371899,0.9332050454616546,0.9329293873310089,0.9330164642333985,0.8745250523090362,0.08229365720162315,0.8967356095238338,0.9066178344544911,0.9015582856677827,0.8209720916218228
56,0.05186800633370876,0.9335870730876923,0.9330118355751038,0.933255809545517,0.8749472877979279,0.08180978226046713,0.907383226213001,0.8960080998284476,0.9015594380242484,0.8209977623016115
57,0.050944957613945005,0.9345947251319885,0.9341442854404449,0.934326967716217,0.8768329136371612,0.08320025490626456,0.9108784709657941,0.8899590950163584,0.9001848584129697,0.8187190947078523
58,0.05102395236492157,0.934508736371994,0.9341779367923737,0.9342898850440979,0.8767716829776764,0.08339813416675916,0.8971338404549493,0.9055203133159213,0.9012045850829472,0.8204186085670714
59,0.051296860069036485,0.933813040971756,0.9341589534282684,0.9339389464855195,0.8761435804367066,0.08333121045004754,0.9102085554410541,0.8907176104802934,0.9002548068288773,0.8188449371428717
60,0.050140750378370284,0.9353980677127838,0.9353609230518342,0.9353428356647492,0.8786241533756256,0.0836096920427822,0.9058832299141657,0.896080145760188,0.9008524011051844,0.8198719393639338
61,0.050252381294965745,0.935290432214737,0.9354017462730407,0.9352992355823517,0.8785411167144775,0.08330077689791483,0.9007796928996131,0.9028608988201807,0.9017132208460853,0.8213079533879719
62,0.049946431443095206,0.9356797089576722,0.9357473504543304,0.9356654415130615,0.8791852705478668,0.08397019973823003,0.9004084988245888,0.9012066258324517,0.9007014301088121,0.8196061386002435
63,0.049475700721144676,0.936077169418335,0.9364166209697723,0.9361987993717193,0.8801322212219238,0.08327353603783108,0.9057031510368226,0.8960394055124313,0.900751012658316,0.819674309283968
64,0.04908621035516262,0.9366099519729614,0.9369848666191101,0.936759325504303,0.8811112577915192,0.08382794580289296,0.9004273972814045,0.9015925063027276,0.9009066034877111,0.8199341552598136
65,0.048714913561940194,0.9368693318367004,0.9375356948375702,0.9371680400371551,0.8818476850986481,0.08357554887022291,0.9020016354227823,0.900283660207476,0.9010339861824399,0.8201430042584738
66,0.048676971435546876,0.9371154687404633,0.9375821888446808,0.9373065550327301,0.8820733549594879,0.08482224748484672,0.90590862149284,0.8950199229376656,0.9003301612914555,0.8189863609889197
67,0.048045783936977386,0.9376982920169831,0.9383376383781433,0.9379842879772187,0.8832884221076965,0.08484884422449838,0.9082801427159991,0.893255351081727,0.9005904273381309,0.8194114707765126
68,0.04656488771736622,0.9392792191505432,0.94069038772583,0.93995623087883,0.8867813999652863,0.08428529762322941,0.908867979806567,0.8944502643176487,0.9014987746874491,0.8209119912177797
69,0.04632832773029804,0.9399658725261688,0.9405458538532258,0.9402261760234832,0.8872648408412933,0.08430133428838518,0.9027365871838161,0.9017177186315022,0.9021266396083529,0.8219585305168515
70,0.0456906201094389,0.9405510518550873,0.941534004688263,0.9410163743495941,0.8886576771736145,0.08488830533765611,0.9042247751402477,0.8992207324694074,0.9016071936440846,0.8211141285442171
71,0.045340433776378634,0.9409598195552826,0.9421960170269013,0.9415517938137055,0.8896133790016174,0.0848899425140449,0.9049926986770024,0.8991990297559708,0.901986130646297,0.8217218546640306
72,0.04532256992161274,0.9411124157905578,0.9419996893405914,0.941529908657074,0.889580486536026,0.08481339353417593,0.906976614679609,0.8968741449098738,0.9018020951558673,0.8214082500291249
73,0.04470346774160862,0.9418708281517029,0.9428757793903351,0.9423516664505005,0.8910364370346069,0.08569979833232032,0.9038160793364994,0.9001995306166392,0.901903127867078,0.8215711211401319
74,0.04451095044612884,0.9422954106330872,0.942742695569992,0.9424935865402222,0.8912995493412018,0.08596969135696926,0.9099052936311752,0.8936508553368705,0.9016052560200767,0.8211132543427604
75,0.0445007443279028,0.9419599058628082,0.9432018890380859,0.9425604267120361,0.891413054227829,0.08554974754178335,0.9037652810414633,0.9002538824838305,0.9018970368400453,0.8215662165293618
76,0.04409605500102043,0.9427007489204406,0.9434605495929718,0.9430587782859802,0.8923042693138122,0.08551263075972361,0.9069164754852416,0.8984982021271236,0.9025803123201642,0.8227108821036324
77,0.04316518326848745,0.943780722618103,0.9448258347511291,0.9442828364372253,0.8944982244968415,0.08596335635298774,0.9072691353540572,0.8971955463999793,0.9020926498231434,0.8218983468555269
78,0.043373473539948464,0.9436013121604919,0.9443680622577667,0.9439671671390534,0.8939291768074036,0.08639859077003267,0.904067145453559,0.8999018044698806,0.9018771648406982,0.8215405723405262
79,0.04294746577739716,0.9440119242668152,0.9451577537059784,0.9445640063285827,0.8950014333724976,0.0862619077402448,0.9072916848318917,0.897252082824707,0.9021390780570016,0.821981806603689
80,0.04257450945675373,0.9443415985107422,0.9457019882202149,0.9450031702518463,0.8957902591228485,0.08677085122418782,0.9064611641187517,0.8977095390123034,0.9019637249764942,0.8216804284898062
81,0.04239576826989651,0.9447005267143249,0.9458079071044921,0.9452358138561249,0.896199651479721,0.08703282292163561,0.9050204659265185,0.8996314273940192,0.9022200732004075,0.822104623393407
82,0.042204178243875505,0.9449164426326752,0.9460840091705323,0.9454809019565582,0.8966401886940002,0.08693391250239478,0.9057926705905369,0.898899099183461,0.9022337056341625,0.8221399736782861
83,0.04177790431678295,0.9454217660427093,0.9468296387195587,0.9461091730594635,0.8977794589996337,0.08744142713054778,0.9044393953822908,0.9004399218256511,0.9023326143385872,0.8222975437603299
84,0.041788510918617246,0.9455651459693909,0.94664897108078,0.9460926377773284,0.8977439794540405,0.08706907283455606,0.9049547551170228,0.8997522630388775,0.9022421969307793,0.822147234091683
85,0.041687175571918485,0.9456128416061401,0.9468384628295898,0.9462119715213776,0.8979552025794983,0.08722651921330936,0.906444595919715,0.8981408145692613,0.9021671480602689,0.8220281411731054
86,0.041505698673427106,0.9458523511886596,0.9470982098579407,0.9464605531692505,0.8984076733589172,0.08680363159094538,0.9054234567142668,0.8990192867460705,0.9021055036120944,0.8219199473895724
87,0.04114269171655178,0.9459839565753937,0.9477971799373627,0.9468738660812378,0.8991503291130066,0.08764343696927267,0.9064753746229505,0.898071046859499,0.9021507652979048,0.822002975713639
88,0.04119515174627304,0.9462194828987122,0.9474525284767151,0.9468222720623016,0.8990560414791107,0.08740306279015919,0.9055946355774289,0.8987292893349178,0.9020448762273031,0.821831760898469
89,0.04113854691386223,0.9461416554450989,0.9477574527263641,0.946935123682022,0.8992609300613403,0.08753319368475959,0.9061094560320415,0.8985705858185178,0.9022209748389229,0.822121346753741
90,0.04085988120734692,0.9468065686225892,0.9477875559329987,0.9472836809158325,0.899882614850998,0.08735206457121032,0.9066661482765561,0.897819197367108,0.9021151302352785,0.8219438857502408
